timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
9012000,0,473977419,85455940,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.02,0.01,4.3453927,0,nan,nan,3,0,10
9212000,0,473977419,85455940,488088,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,3.3308628,0,nan,nan,3,0,10
9412000,0,473977420,85455939,488096,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.02,-0.01,4.8478584,0,nan,nan,3,0,10
9612000,0,473977420,85455939,488079,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.07,1.7014713,0,nan,nan,3,0,10
9812000,0,473977420,85455940,488083,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.03,0.0,1.4962267,0,nan,nan,3,0,10
10012000,0,473977420,85455940,488082,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.01,3.6092346,0,nan,nan,3,0,10
10212000,0,473977420,85455939,488072,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.02,1.2681189,0,nan,nan,3,0,10
10412000,0,473977419,85455939,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,0.4729703,0,nan,nan,3,0,10
10612000,0,473977420,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.0,5.51979,0,nan,nan,3,0,10
10812000,0,473977419,85455940,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.3897648,0,nan,nan,3,0,10
11012000,0,473977419,85455939,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,5.050834,0,nan,nan,3,0,10
11312000,0,473977420,85455939,488102,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.04,3.4685652,0,nan,nan,3,0,10
11512000,0,473977419,85455939,488099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,5.9199824,0,nan,nan,3,0,10
11712000,0,473977419,85455940,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.02,2.5425208,0,nan,nan,3,0,10
11912000,0,473977419,85455939,488103,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.827962,0,nan,nan,3,0,10
12112000,0,473977419,85455940,488088,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,4.0675445,0,nan,nan,3,0,10
12312000,0,473977419,85455940,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.03,0.6113708,0,nan,nan,3,0,10
12512000,0,473977419,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.7890843,0,nan,nan,3,0,10
12712000,0,473977419,85455939,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,2.7816238,0,nan,nan,3,0,10
12912000,0,473977420,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.01,4.8937593,0,nan,nan,3,0,10
13112000,0,473977419,85455940,488089,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.01,-0.01,0.84645975,0,nan,nan,3,0,10
13312000,0,473977419,85455940,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,1.1421099,0,nan,nan,3,0,10
13512000,0,473977419,85455940,488092,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9002143,0,nan,nan,3,0,10
13712000,0,473977419,85455939,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.02,5.5559173,0,nan,nan,3,0,10
13912000,0,473977420,85455939,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,-0.02,0.02,5.415946,0,nan,nan,3,0,10
14112000,0,473977420,85455939,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,2.4856248,0,nan,nan,3,0,10
14312000,0,473977420,85455939,488092,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.01,4.9239526,0,nan,nan,3,0,10
14512000,0,473977419,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0756147,0,nan,nan,3,0,10
14712000,0,473977420,85455940,488089,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0.10384403,0,nan,nan,3,0,10
14912000,0,473977420,85455939,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.03,0.01,-0.01,0.42235723,0,nan,nan,3,0,10
15912000,0,473977419,85455939,488088,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.03,0.04,1.4625428,0,nan,nan,3,0,10
16116000,0,473977419,85455939,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,-0.02,5.2492723,0,nan,nan,3,0,10
16320000,0,473977419,85455940,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,3.7966774,0,nan,nan,3,0,10
16520000,0,473977419,85455939,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.79358,0,nan,nan,3,0,10
16824000,0,473977419,85455939,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,-0.03,0.01,5.443347,0,nan,nan,3,0,10
17024000,0,473977419,85455940,488092,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.435668,0,nan,nan,3,0,10
17224000,0,473977420,85455940,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,3.7104607,0,nan,nan,3,0,10
17424000,0,473977420,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,3.5450084,0,nan,nan,3,0,10
17624000,0,473977420,85455940,488092,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,6.123307,0,nan,nan,3,0,10
17824000,0,473977420,85455939,488083,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.94070476,0,nan,nan,3,0,10
18024000,0,473977420,85455939,488089,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.4773335,0,nan,nan,3,0,10
18224000,0,473977420,85455939,488084,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.02,6.041105,0,nan,nan,3,0,10
18424000,0,473977419,85455938,488083,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.02,0.0,5.185395,0,nan,nan,3,0,10
18624000,0,473977419,85455939,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.01,0.0,0.4096167,0,nan,nan,3,0,10
18824000,0,473977420,85455940,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.0,0.01,3.0545852,0,nan,nan,3,0,10
19024000,0,473977419,85455939,488099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.01,0.02,0.49443722,0,nan,nan,3,0,10
19224000,0,473977420,85455940,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.03,0.03,1.4182128,0,nan,nan,3,0,10
19424000,0,473977419,85455939,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.01,6.2133636,0,nan,nan,3,0,10
19624000,0,473977420,85455939,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.02,6.270609,0,nan,nan,3,0,10
19824000,0,473977419,85455940,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.1045885,0,nan,nan,3,0,10
20024000,0,473977420,85455940,488098,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,-0.03,0.117631726,0,nan,nan,3,0,10
20224000,0,473977420,85455939,488099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.0876571,0,nan,nan,3,0,10
20424000,0,473977420,85455939,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,0.17644759,0,nan,nan,3,0,10
20624000,0,473977420,85455940,488092,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.1848692,0,nan,nan,3,0,10
20824000,0,473977419,85455940,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.0,5.6766906,0,nan,nan,3,0,10
21024000,0,473977420,85455940,488096,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,5.704615,0,nan,nan,3,0,10
21224000,0,473977420,85455940,488101,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.01,-0.03,0.5282956,0,nan,nan,3,0,10
21424000,0,473977420,85455940,488103,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8003844,0,nan,nan,3,0,10
21624000,0,473977420,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,0.35638574,0,nan,nan,3,0,10
21924000,0,473977419,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.6763835,0,nan,nan,3,0,10
22124000,0,473977420,85455939,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.0235634,0,nan,nan,3,0,10
22324000,0,473977419,85455939,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,4.378902,0,nan,nan,3,0,10
22524000,0,473977420,85455939,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,0.66407824,0,nan,nan,3,0,10
22724000,0,473977419,85455940,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.03,6.041803,0,nan,nan,3,0,10
22924000,0,473977419,85455939,488098,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.03,0.0,0.02,6.186661,0,nan,nan,3,0,10
23124000,0,473977420,85455939,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.2557716,0,nan,nan,3,0,10
23324000,0,473977419,85455939,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,1.1325108,0,nan,nan,3,0,10
23524000,0,473977419,85455939,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,-0.03,4.0963416,0,nan,nan,3,0,10
23724000,0,473977419,85455938,488096,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0.09372142,0,nan,nan,3,0,10
23924000,0,473977419,85455939,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.02,2.6552658,0,nan,nan,3,0,10
24124000,0,473977419,85455940,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.02,3.310443,0,nan,nan,3,0,10
24324000,0,473977419,85455940,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,-0.02,-0.04,4.153238,0,nan,nan,3,0,10
24524000,0,473977419,85455939,488084,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.4005854,0,nan,nan,3,0,10
24724000,0,473977419,85455939,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,-0.03,0.02,4.1898885,0,nan,nan,3,0,10
24924000,0,473977419,85455939,488079,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.04,6.256472,0,nan,nan,3,0,10
25124000,0,473977420,85455940,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.01,5.811775,0,nan,nan,3,0,10
25324000,0,473977419,85455939,488087,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.03,0.01,5.116631,0,nan,nan,3,0,10
25524000,0,473977419,85455939,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.2351356,0,nan,nan,3,0,10
25724000,0,473977419,85455939,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,1.1948172,0,nan,nan,3,0,10
25924000,0,473977419,85455939,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.049999997,2.6498554,0,nan,nan,3,0,10
26124000,0,473977420,85455939,488081,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,1.9527913,0,nan,nan,3,0,10
26324000,0,473977420,85455940,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,-0.04,0.037698,0,nan,nan,3,0,10
26524000,0,473977420,85455940,488094,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.02,-0.03,1.3822601,0,nan,nan,3,0,10
26724000,0,473977420,85455940,488091,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.500243,0,nan,nan,3,0,10
27024000,0,473977420,85455940,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,0.83162487,0,nan,nan,3,0,10
27224000,0,473977420,85455940,488085,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.01,-0.01,2.6324027,0,nan,nan,3,0,10
27424000,0,473977420,85455939,488082,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.01,5.3972716,0,nan,nan,3,0,10
27624000,0,473977420,85455939,488082,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.0,0.02,3.406957,0,nan,nan,3,0,10
27824000,0,473977420,85455939,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,-0.01,5.5737195,0,nan,nan,3,0,10
28024000,0,473977420,85455939,488095,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.966886,0,nan,nan,3,0,10
28224000,0,473977419,85455939,488099,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.6544814,0,nan,nan,3,0,10
28424000,0,473977420,85455940,488088,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.03,2.9554534,0,nan,nan,3,0,10
28624000,0,473977419,85455939,488089,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.02,0.02,0.01,0.83441734,0,nan,nan,3,0,10
28824000,0,473977419,85455940,488090,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.625903,0,nan,nan,3,0,10
29024000,0,473977420,85455940,488086,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.06,3.612027,0,nan,nan,3,0,10
29224000,0,473977419,85455940,488097,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,3.1065946,0,nan,nan,3,0,10
29424000,0,473977419,85455940,488093,0,0.25,0.0,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.0,0.0,3.3380184,0,nan,nan,3,0,10
