timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
3204000,0,0.0,0.0,20.000359,9.999824,2.0296397e-05,20.0,10.0,2.4492936e-15,0.000117368174,-7.2598014e-06,4.267922e-05,3.602206e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.00068750064,0.0004904559,4.9360093e-05,0.7845767,0.0,0.1,-4.267922e-05,0.11477537,0.08702502,0.24518114,0.23440327,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3212000,0,0.0,0.0,20.000349,9.999829,2.0413983e-05,20.0,10.0,2.4492936e-15,8.772967e-05,-7.581165e-06,4.2788717e-05,3.6006586e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.00069530593,0.0005110728,5.1222738e-05,0.7845767,0.0,0.1,-4.2788717e-05,0.11624962,0.08844128,0.24730696,0.23683523,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3220000,0,0.0,0.0,20.00034,9.999835,2.053527e-05,20.0,10.0,2.4492936e-15,8.7284454e-05,2.0885473e-05,4.2910408e-05,3.6009187e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.00074471603,0.00197438,4.9360093e-05,0.7845767,0.0,0.1,-4.2910408e-05,0.117744505,0.08988378,0.24944657,0.23927572,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3228000,0,0.0,0.0,20.00033,9.999841,2.0660222e-05,20.0,10.0,2.4492936e-15,6.96907e-05,3.1638847e-05,4.3029024e-05,3.6014426e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.0007373728,0.0019443163,4.9360093e-05,0.7845767,0.0,0.1,-4.3029024e-05,0.119260095,0.09135247,0.25159985,0.2417245,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3236000,0,0.0,0.0,20.00032,9.999846,2.0788952e-05,20.0,10.0,2.4492936e-15,6.391377e-05,5.4036325e-05,4.3177864e-05,3.605544e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.00072941836,0.0005317388,5.215406e-05,0.7845767,0.0,0.1,-4.3177864e-05,0.12079644,0.09284731,0.2537666,0.24418133,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3244000,0,0.0,0.0,20.00031,9.999852,2.09216e-05,20.0,10.0,2.4492936e-15,3.5119192e-05,5.3162803e-05,4.3334352e-05,3.61095e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0007401231,0.00053604884,5.215406e-05,0.7845767,0.0,0.1,-4.3334352e-05,0.122353606,0.09436824,0.2559466,0.24664596,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3252000,0,0.0,0.0,20.000301,9.999858,2.1058162e-05,20.0,10.0,2.4492936e-15,1.830809e-05,6.369846e-05,4.3483367e-05,3.616134e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.00073785207,0.00053546316,4.9360093e-05,0.7845767,0.0,0.1,-4.3483367e-05,0.123931654,0.09591522,0.2581398,0.24911815,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3260000,0,0.0,0.0,20.000292,9.999863,2.119855e-05,20.0,10.0,2.4492936e-15,1.9026866e-05,9.14185e-05,4.362482e-05,3.6210724e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.0007005237,0.0019988604,4.7497448e-05,0.7845767,0.0,0.1,-4.362482e-05,0.12553065,0.09748821,0.26034594,0.25159767,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3268000,0,0.0,0.0,20.000282,9.999867,2.1342772e-05,20.0,10.0,2.4492936e-15,-1.4704124e-05,8.4434214e-05,4.3788295e-05,3.628711e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0036533824,-0.0023274818,5.1222738e-05,0.7845767,0.0,0.1,-4.3788295e-05,0.12715064,0.099087134,0.26256493,0.25408432,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3276000,0,0.0,0.0,20.000273,9.999872,2.1490887e-05,20.0,10.0,2.4492936e-15,-3.084194e-05,9.450471e-05,4.393995e-05,3.6356494e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.0006815721,0.00199275,4.842877e-05,0.7845767,0.0,0.1,-4.393995e-05,0.1287917,0.10071195,0.26479658,0.2565779,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3284000,0,0.0,0.0,20.000263,9.999877,2.164295e-05,20.0,10.0,2.4492936e-15,-2.3568753e-05,0.00012769083,4.412068e-05,3.6459656e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.0021235559,0.0034558612,5.0291415e-05,0.7845767,0.0,0.1,-4.412068e-05,0.13045387,0.102362595,0.26704076,0.2590782,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3292000,0,0.0,0.0,20.000256,9.999884,2.1798987e-05,20.0,10.0,2.4492936e-15,-3.3406614e-05,0.00014338289,4.4289318e-05,3.655529e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0022088774,-0.00086843007,4.842877e-05,0.7845767,0.0,0.1,-4.4289318e-05,0.13213722,0.10403903,0.26929736,0.26158506,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3300000,0,0.0,0.0,20.000248,9.99989,2.195905e-05,20.0,10.0,2.4492936e-15,-6.041434e-05,0.00014162555,4.4486776e-05,3.6684192e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0007739104,0.0005741535,5.1222738e-05,0.7845767,0.0,0.1,-4.4486776e-05,0.13384181,0.10574118,0.2715662,0.2640982,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3308000,0,0.0,0.0,20.00024,9.999897,2.2123164e-05,20.0,10.0,2.4492936e-15,-7.551261e-05,0.00015142214,4.4667926e-05,3.6801077e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0022299876,-0.0008477895,4.842877e-05,0.7845767,0.0,0.1,-4.4667926e-05,0.1355677,0.10746899,0.27384722,0.26661757,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3316000,0,0.0,0.0,20.000233,9.999904,2.2291313e-05,20.0,10.0,2.4492936e-15,-9.046243e-05,0.00016097221,4.4862634e-05,3.693572e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0007849653,0.000586765,4.842877e-05,0.7845768,0.0,0.1,-4.4862634e-05,0.13731492,0.109222405,0.2761402,0.26914287,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3324000,0,0.0,0.0,20.000225,9.99991,2.2463422e-05,20.0,10.0,2.4492936e-15,-0.00011100642,0.0001645561,4.503708e-05,3.705416e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.0008056313,0.00056969334,4.5634803e-05,0.7845768,0.0,0.1,-4.503708e-05,0.13908353,0.111001365,0.27844512,0.27167404,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3332000,0,0.0,0.0,20.000217,9.999917,2.2507267e-05,20.0,10.0,2.4492936e-15,-0.00012548608,0.00017351545,4.4962213e-05,3.6769772e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.002241496,-0.0008515235,4.6566125e-05,0.7845768,0.0,0.1,-4.4962213e-05,0.09980579,0.07480606,0.2312212,0.21438286,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3340000,0,0.0,0.0,20.00021,9.999924,2.2554688e-05,20.0,10.0,2.4492936e-15,-0.0001572403,0.00016495472,4.490334e-05,3.6510322e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,-0.002267025,-0.00086628593,4.6566125e-05,0.7845768,0.0,0.1,-4.490334e-05,0.10109366,0.07602332,0.23349912,0.21669978,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
3348000,0,0.0,0.0,20.000202,9.99993,2.2605644e-05,20.0,10.0,2.4492936e-15,-0.00015974315,0.00018528709,4.4845285e-05,3.6260397e-05,-1.7423976e-05,-7.4271256e-06,-1.9147992e-06,0.00064190815,0.002056672,4.6566125e-05,0.7845768,0.0,0.1,-4.4845285e-05,0.10240562,0.07726824,0.23578869,0.21902224,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
